video_id,gender,age,gender_margin,age_margin,language,lang_prob
84c30afd4a7870cd0cae36fbaf103e71,man,middle_aged,0.0239,0.0226,no_audio,0.0000
21ee864008cc234b6113bb647026717a,man,middle_aged,0.0022,0.0030,no_audio,0.0000
696b2d5c3d7d817003a3b4039dac0930,no_person,no_person,0.0001,0.0114,no_audio,0.0000
9c0773f57eb7da1a174193f179ef0040,woman,young_adult,0.0217,0.0094,no_audio,0.0000
6a2ec63f6a8a0cd131705f57d7f4b3bb,man,young_adult,0.0279,0.0027,no_audio,0.0000
f4f1c5c2ddc33780954d5d1c73dcef79,woman,child,0.0014,0.0052,no_audio,0.0000
c4ba463616f99bce57922f19a96487a7,woman,young_adult,0.0243,0.0015,no_audio,0.0000
e2a30ea5c6b50d54e868043293f7f092,man,middle_aged,0.0365,0.0027,no_audio,0.0000
4736e39a5922ec099517dc1246d03494,man,young_adult,0.0050,0.0046,no_audio,0.0000
8363b1dbaf1b71d69363459b36e8c588,no_person,middle_aged,0.0143,0.0016,no_audio,0.0000
456c505504c0093293b895fa1a4e96fd,man,middle_aged,0.0032,0.0024,no_audio,0.0000
7b33eb1206c358c0b47f875060a9ade6,man,middle_aged,0.0235,0.0255,no_audio,0.0000
824f26546738dd01fb8fec3180fdf46d,man,young_adult,0.0287,0.0003,no_audio,0.0000
d49f86bbccf884bedb83d5493c0de0e2,man,middle_aged,0.0270,0.0236,no_audio,0.0000
c669378ae3cb1d981e6668550c39fa5b,man,middle_aged,0.0048,0.0027,no_audio,0.0000
b38112731767a9319648031617bc753a,woman,middle_aged,0.0013,0.0095,no_audio,0.0000
6d78d9e786b091f878075bd462531a25,man,child,0.0082,0.0044,no_audio,0.0000
44a7773a320bf3be7ccbd6c6efc00cd8,man,young_adult,0.0187,0.0147,no_audio,0.0000
f9ecf8030fae73e934638d8fffaefc1f,man,middle_aged,0.0326,0.0022,no_audio,0.0000
f23c64e83137fa79d3f03f9a4a51a3ec,man,middle_aged,0.0302,0.0198,no_audio,0.0000
2d8b0e6f0d94a2960e581461719b9db2,no_person,no_person,0.0402,0.0035,no_audio,0.0000
173485aa4d9fc6bfc52499252fe0fb18,man,young_adult,0.0268,0.0016,no_audio,0.0000
36f944f7cc3d260e9db9aae1bbd879fb,man,middle_aged,0.0064,0.0090,no_audio,0.0000
4bf4d3694d4fa31ce9da15cf4ce241e9,man,child,0.0042,0.0202,no_audio,0.0000
4f716d5a7f1c0326695a17eb59e2197e,man,middle_aged,0.0354,0.0062,no_audio,0.0000
d1ab019b78c6e108cca9f510bb6f7e1b,no_person,no_person,0.0288,0.0106,no_audio,0.0000
202b51e1a6494b11c25c766d4930421b,man,middle_aged,0.0047,0.0028,no_audio,0.0000
be97a1a5aa97d9431db897fe4f0ef1c8,no_person,middle_aged,0.0016,0.0047,no_audio,0.0000
bd04b718d264a1b658f3ca1b84fa0390,man,middle_aged,0.0117,0.0091,no_audio,0.0000
e70031e3d92a92640fdecfee24603832,man,young_adult,0.0290,0.0089,no_audio,0.0000
7d4ae55b36a68954cd03d735838b5fa9,man,middle_aged,0.0242,0.0081,no_audio,0.0000
0537e5f5e905c263e8759378f4adfc38,no_person,no_person,0.0039,0.0077,no_audio,0.0000
39479781c07ed5f2502f7d81f793b926,man,middle_aged,0.0378,0.0357,no_audio,0.0000
845f7ac431dbc4019e85b5dcf79461c8,no_person,middle_aged,0.0011,0.0039,no_audio,0.0000
a90b66bf6703ecf6030ecb90b57e02a3,no_person,child,0.0094,0.0123,no_audio,0.0000
37d28fb93730249dc27801eb1cdccd22,man,middle_aged,0.0253,0.0003,no_audio,0.0000
91125b0145447dd72624d4518b7b3b67,man,child,0.0031,0.0263,no_audio,0.0000
d7613fe6131578a223aad09084352879,man,middle_aged,0.0229,0.0065,no_audio,0.0000
4e806a5a17e598cd247e24690c8821bd,man,middle_aged,0.0141,0.0141,no_audio,0.0000
e06e21807138330214a412f2a357cd28,man,middle_aged,0.0044,0.0088,no_audio,0.0000
01613099fa65cdbb08676970f37019d0,woman,middle_aged,0.0045,0.0232,no_audio,0.0000
82c268baf1b7bc91405eb0949bd7a623,no_person,no_person,0.0343,0.0313,no_audio,0.0000
f59ac3ef3100fe9d19246b604b686488,no_person,middle_aged,0.0100,0.0073,no_audio,0.0000
5972592545121d478c8f5ab2a97b617d,man,middle_aged,0.0322,0.0012,no_audio,0.0000
f8fca63ae8140c6c14cadf4a49b9569b,no_person,young_adult,0.0167,0.0015,no_audio,0.0000
359c6c70b80c74ca2d068589352ceec3,man,middle_aged,0.0156,0.0260,no_audio,0.0000
93c3f45b5635ec713130799820a40705,no_person,no_person,0.0282,0.0093,no_audio,0.0000
63560a702bb6a80257404cc9d3a917c6,man,middle_aged,0.0015,0.0066,no_audio,0.0000
b92075e203bc18a38dd08cf3cf7d0801,man,middle_aged,0.0269,0.0241,no_audio,0.0000
5050d3e09f102799951c272582cb0d33,man,middle_aged,0.0099,0.0172,no_audio,0.0000
0040bc6f4136754b49c6be3ff6f8d67a,woman,middle_aged,0.0031,0.0072,no_audio,0.0000
a15a0fa41c21f610f80ef59d4bdde721,no_person,young_adult,0.0475,0.0102,no_audio,0.0000
f0471465b10269db5491b05fdc5e0f79,man,middle_aged,0.0322,0.0153,no_audio,0.0000
09729b238edaeadac1acfd72b402c12b,man,young_adult,0.0231,0.0099,no_audio,0.0000
37f330b3c7379f9b8574359e45e83efb,man,young_adult,0.0337,0.0023,no_audio,0.0000
b3db14d5ed84786a4f0493c3a3429d55,no_person,no_person,0.0174,0.0090,no_audio,0.0000
9853048ab5041f5984e2f35951113713,no_person,no_person,0.0360,0.0326,no_audio,0.0000
780dbbe406d59cbfa2d2ef98ed2f23c1,man,middle_aged,0.0299,0.0055,no_audio,0.0000
1d9237e44ca19814a0cc5a427107d09c,man,middle_aged,0.0079,0.0071,no_audio,0.0000
78b0070907ab474405c56bff5c31a081,man,middle_aged,0.0313,0.0137,no_audio,0.0000
27e6b7e50a246475f22ca686dd402c1b,no_person,elderly,0.0053,0.0103,no_audio,0.0000
2b2bda621810e1c32f47ede3c9a94a69,man,middle_aged,0.0363,0.0303,no_audio,0.0000
ef31298bd31491f935e143db90da3b33,no_person,no_person,0.0037,0.0143,no_audio,0.0000
2369f8559501fa7ab242695420d280d6,man,elderly,0.0046,0.0011,no_audio,0.0000
3e9c329c0cd5ade8c120b0c3c0842228,man,young_adult,0.0260,0.0147,no_audio,0.0000
3fd5562b4d4f65c681cb082e8d391cf0,man,middle_aged,0.0295,0.0274,no_audio,0.0000
ea6c58c226431b349a42daf12e658c1c,man,young_adult,0.0230,0.0073,no_audio,0.0000
525738ec6e7dd53bd1a15da979bd2b2c,man,middle_aged,0.0338,0.0301,no_audio,0.0000
83787b0596bff3ebfaa0b9762a34186f,man,middle_aged,0.0015,0.0064,no_audio,0.0000
d226d2a336bb118ca53494fb0273937b,woman,child,0.0047,0.0004,no_audio,0.0000
69ebe295563d1628aa8259ef087ba3bf,no_person,no_person,0.0342,0.0210,no_audio,0.0000
64a76b35354b95fe6c1c3954348adc1e,no_person,middle_aged,0.0049,0.0096,no_audio,0.0000
9a749baa16621b8bde9cf1bffd00511d,man,young_adult,0.0284,0.0072,no_audio,0.0000
c637e9f4612d3b30191118e2a71a8cea,woman,young_adult,0.0134,0.0092,no_audio,0.0000
b8cb73401b1871f01c398b7b3181dfdb,man,middle_aged,0.0354,0.0263,no_audio,0.0000
d938ac6338468dffea101f5e308dac49,man,young_adult,0.0030,0.0057,no_audio,0.0000
